contact_id,message,dir,emotion
user_26066,"You know what, very grief_68 for real",sent,grief
user_26067,grief_77!!,sent,grief
user_26068,GRIEF_15 RIGHT NOW.,sent,grief
user_26069,grief_29,sent,grief
user_26070,grief_32 nowadays,sent,grief
user_26071,grief_34 every day,sent,grief
user_26072,"Seriously, utterly grief_26",sent,grief
user_26073,grief_67 damn recently!!,sent,grief
user_26074,grief_12 you know. Understand?,sent,grief
user_26075,"To be frank, grief_58 forever",sent,grief
user_26076,"No totally joke, grief_89",sent,grief
user_26077,grief_44 dude. See what I'm saying?,sent,grief
user_26078,"No so joke, grief_35",sent,grief
user_26079,"To be frank, grief_38 believe me",sent,grief
user_26080,grief_75 dude...,sent,grief
user_26081,grief_81,sent,grief
user_26082,I feel grief?,sent,grief
user_26083,"By the mega way, grief_94 trust me always. Understand??",sent,grief
user_26084,grief_35 you know every day,sent,grief
user_26085,grief_6 never. Don't you think?.,sent,grief
user_26086,GRIEF_69?,sent,grief
user_26087,"Seriously, completely grief_4",sent,grief
user_26088,grief_76 constantly. See what I'm saying?,sent,grief
user_26089,grief_62!?,sent,grief
user_26090,grief_50 all the time,sent,grief
user_26091,grief_24,sent,grief
user_26092,"Hey, grief_78 trust me. Understand?!",sent,grief
user_26093,grief_2!!,sent,grief
user_26094,GRIEF_6 FOR REAL!?,sent,grief
user_26095,grief_16 trust me. isn't it?!?,sent,grief
user_26096,grief_6 man?,sent,grief
user_26097,"I MUST SAY, UTTERLY GRIEF_69...",sent,grief
user_26098,grief_89 constantly. Right?!,sent,grief
user_26099,grief_92 every day. Right?,sent,grief
user_26100,grief_50,sent,grief
user_26101,"Hey, totally grief_73 I swear!?",sent,grief
user_26102,grief_20,sent,grief
user_26103,"Believe me, completely grief_19 trust me never",sent,grief
user_26104,grief_55 dude!!,sent,grief
user_26105,grief_66,sent,grief
user_26106,grief_53 at the moment!,sent,grief
user_26107,grief_20...,sent,grief
user_26108,"Actually, absolutely grief_30!",sent,grief
user_26109,grief_50 dude!,sent,grief
user_26110,GRIEF_40 DUDE!?,sent,grief
user_26111,grief_23 believe me. Isn't it?,sent,grief
user_26112,"Believe me, totally grief_2. Understand?",sent,grief
user_26113,"To be frank, grief_9 trust me",sent,grief
user_26114,"Seriously, grief_23 believe me",sent,grief
user_26115,grief_85,sent,grief
user_26116,grief_17,sent,grief
user_26117,grief_22 all the time. Get it?,sent,grief
user_26118,grief_39,sent,grief
user_26119,GRIEF_76,sent,grief
user_26120,So so grief bro!?,sent,grief
user_26121,grief_69 dude right now!?,sent,grief
user_26122,grief_9 bro all the time,sent,grief
user_26123,grief_57,sent,grief
user_26124,Feeling grief,sent,grief
user_26125,"To be frank, extremely grief_80!!",sent,grief
user_26126,"I must say, grief_90 today lately",sent,grief
user_26127,grief_31,sent,grief
user_26128,grief_90 honestly...,sent,grief
user_26129,grief_28,sent,grief
user_26130,grief_51,sent,grief
user_26131,grief_49 dude forever,sent,grief
user_26132,"Trust me, grief_9 forever. See what I'm saying?",sent,grief
user_26133,grief_29. Understand?,sent,grief
user_26134,grief_36 for real. See what I'm saying?!!,sent,grief
user_26135,"Seriously, grief_3 nowadays",sent,grief
user_26136,grief_17 honestly,sent,grief
user_26137,"By the way, grief_17",sent,grief
user_26138,"For incredibly real, grief_87 forever",sent,grief
user_26139,"Just so you know, grief_53 you know...",sent,grief
user_26140,grief_94.,sent,grief
user_26141,grief_72!?,sent,grief
user_26142,"i have to tell you, so grief_58 dude this moment",sent,grief
user_26143,grief_6,sent,grief
user_26144,"Believe me, grief_72!",sent,grief
user_26145,"BY THE WAY, GRIEF_33...",sent,grief
user_26146,"No extremely joke, grief_39 dude",sent,grief
user_26147,GRIEF_55 FOREVER!,sent,grief
user_26148,grief_88 constantly!!,sent,grief
user_26149,"Honestly, totally grief_8 you know. Isn't it?",sent,grief
user_26150,"Seriously, grief_44 at the moment!?",sent,grief
user_26151,grief_11!?,sent,grief
user_26152,"Honestly, grief_21",sent,grief
user_26153,"For real, grief_63 seriously",sent,grief
user_26154,"I ridiculously swear, grief_21. Don't you think?",sent,grief
user_26155,GRIEF_70!,sent,grief
user_26156,"NO SO JOKE, GRIEF_8 DAMN. YOU FEEL ME?",sent,grief
user_26157,grief_2 trust me!,sent,grief
user_26158,"Look, really grief_43 recently. Isn't it?.",sent,grief
user_26159,"Look, insanely grief_16!!",sent,grief
user_26160,grief_71 recently?,sent,grief
user_26161,grief_32 today,sent,grief
user_26162,grief_48 no cap always. Get it?...,sent,grief
user_26163,GRIEF TRULY MOOD RIGHT NOW,sent,grief
user_26164,"TO BE FRANK, GRIEF_14",sent,grief
user_26165,"Seriously, grief_41",sent,grief
user_26166,"I swear, grief_64",sent,grief
user_26167,grief_40,sent,grief
user_26168,grief_0!!,sent,grief
user_26169,grief_7 damn,sent,grief
user_26170,grief_76 every day,sent,grief
user_26171,"Believe me, so so grief damn recently!?",sent,grief
user_26172,grief_44,sent,grief
user_26173,GRIEF_82 HONESTLY,sent,grief
user_26174,grief_37 honestly?,sent,grief
user_26175,Feeling insanely grief at the moment.,sent,grief
user_26176,"I have to tell crazy you, grief_20 always...",sent,grief
user_26177,grief_34?,sent,grief
user_26178,grief_52,sent,grief
user_26179,Feeling super grief. Isn't it?,sent,grief
user_26180,grief_69 right now recently!,sent,grief
user_26181,grief_64 right now,sent,grief
user_26182,SO GRIEF!,sent,grief
user_26183,"By the way, feeling grief at the moment.",sent,grief
user_26184,grief_69 for real!,sent,grief
user_26185,I feel incredibly grief never,sent,grief
user_26186,grief_25,sent,grief
user_26187,"I EXTREMELY MUST SAY, GRIEF_44",sent,grief
user_26188,grief_88!!,sent,grief
user_26189,grief_38 bro never.,sent,grief
user_26190,"By the way, grief_87...",sent,grief
user_26191,GRIEF_41 YOU KNOW. GET IT?,sent,grief
user_26192,GRIEF_73!!,sent,grief
user_26193,grief_22 right now?,sent,grief
user_26194,grief_14 24/7,sent,grief
user_26195,GRIEF_48 EVERY DAY. YOU FEEL ME?!?,sent,grief
user_26196,"I crazy swear, grief_79. You feel me?",sent,grief
user_26197,"TRUST ME, INCREDIBLY GRIEF_71",sent,grief
user_26198,grief_15,sent,grief
user_26199,"Trust me, grief_0 all the time!?",sent,grief
user_26200,"No joke, crazy grief_22 for real",sent,grief
user_26201,grief_60 man. Isn't it??,sent,grief
user_26202,"Just so you know, grief_94",sent,grief
user_26203,"To be frank, grief_93 at the moment never",sent,grief
user_26204,grief_73. Agree?,sent,grief
user_26205,"LOOK, GRIEF_91 DAMN.",sent,grief
user_26206,grief_47,sent,grief
user_26207,"Just so you know, grief_38 for real...",sent,grief
user_26208,grief_37 no cap recently,sent,grief
user_26209,grief_66 recently,sent,grief
user_26210,"Just so you know, grief_76...",sent,grief
user_26211,"I must say, grief_75...",sent,grief
user_26212,grief_88 man always,sent,grief
user_26213,"Honestly, grief_4 believe me lately!!",sent,grief
user_26214,GRIEF_15 BRO!!,sent,grief
user_26215,"Just so absolutely you know, grief_29!?",sent,grief
user_26216,grief_84. Get it?,sent,grief
user_26217,grief_41 lately!!,sent,grief
user_26218,GRIEF_85 YOU KNOW CURRENTLY. YOU FEEL ME?,sent,grief
user_26219,"BELIEVE ME, GRIEF_89 NEVER!",sent,grief
user_26220,"Honestly, utterly grief_40 dude?",sent,grief
user_26221,grief_10,sent,grief
user_26222,grief_63 believe me. get it?,sent,grief
user_26223,grief_49...,sent,grief
user_26224,grief_13 dude all the time,sent,grief
user_26225,grief_2 seriously,sent,grief
user_26226,"I SWEAR, GRIEF_30",sent,grief
user_26227,GRIEF_34 FOR REAL...,sent,grief
user_26228,GRIEF_12.,sent,grief
user_26229,"I really swear, grief_66?",sent,grief
user_26230,grief_50 today. Isn't it?,sent,grief
user_26231,"Listen, incredibly grief_94 damn!?",sent,grief
user_26232,grief_2?,sent,grief
user_26233,grief_31!!,sent,grief
user_26234,grief_58. Agree?.,sent,grief
user_26235,"Believe very me, grief_1",sent,grief
user_26236,grief_60!?,sent,grief
user_26237,"By really the way, grief_92 right now...",sent,grief
user_26238,"You know what, super grief_13!?",sent,grief
user_26239,grief_66 at the moment,sent,grief
user_26240,"Look, grief_85...",sent,grief
user_26241,grief_86,sent,grief
user_26242,GRIEF_64 NO CAP,sent,grief
user_26243,GRIEF_22!,sent,grief
user_26244,grief_25 for real currently!!,sent,grief
user_26245,"Honestly, extremely grief_59!?",sent,grief
user_26246,"To be frank, grief_51 dude. Know what I mean?.",sent,grief
user_26247,grief_13!!,sent,grief
user_26248,grief_64 every day,sent,grief
user_26249,"I crazy must say, grief_15?",sent,grief
user_26250,"I must say, grief_93",sent,grief
user_26251,grief_69?,sent,grief
user_26252,grief_9!,sent,grief
user_26253,"Honestly, so grief_74 today always!",sent,grief
user_26254,grief_24 today!!,sent,grief
user_26255,grief_19,sent,grief
user_26256,"Believe me, extremely grief_31 seriously constantly",sent,grief
user_26257,"actually, very grief_56...",sent,grief
user_26258,"I swear, really grief_88 this moment",sent,grief
user_26259,grief_45 bro,sent,grief
user_26260,GRIEF_28!!,sent,grief
user_26261,GRIEF_29 SERIOUSLY NEVER...,sent,grief
user_26262,grief_64,sent,grief
user_26263,"To so be frank, this is grief currently. See what I'm saying?",sent,grief
user_26264,"You totally know what, grief_81 recently. Understand?...",sent,grief
user_26265,grief_91 you know!!,sent,grief
user_26266,"Actually, grief_16 this moment?",sent,grief
user_26267,"By the way, grief_1",sent,grief
user_26268,grief_34 seriously. Right?!,sent,grief
user_26269,"TO BE FRANK, GRIEF_4",sent,grief
user_26270,grief_23?,sent,grief
user_26271,"Look, truly grief_40 this moment",sent,grief
user_26272,grief_78 recently. See what I'm saying?...,sent,grief
user_26273,grief_6 bro...,sent,grief
user_26274,grief_41. Isn't it?.,sent,grief
user_26275,grief_16 right now,sent,grief
user_26276,"ACTUALLY, GRIEF_38. UNDERSTAND?!!",sent,grief
user_26277,grief_44!!,sent,grief
user_26278,"Actually, grief_21 damn. Understand?",sent,grief
user_26279,grief_21 no cap 24/7. Right?!!,sent,grief
user_26280,"Listen, grief_24 you know",sent,grief
user_26281,"For real, truly grief_57 today!",sent,grief
user_26282,grief_58 you know recently,sent,grief
user_26283,grief_14 all the time,sent,grief
user_26284,grief_14 I swear.,sent,grief
user_26285,grief_17?,sent,grief
user_26286,grief_33 honestly forever,sent,grief
user_26287,grief_45,sent,grief
user_26288,"Seriously, grief_36. Get it?",sent,grief
user_26289,grief_47 seriously.,sent,grief
user_26290,"Actually, i feel insanely grief constantly. Isn't it?",sent,grief
user_26291,"I VERY HAVE TO TELL YOU, GRIEF_22?",sent,grief
user_26292,"No ridiculously joke, grief_10 forever!!",sent,grief
user_26293,grief_43 seriously,sent,grief
user_26294,grief_67 believe me!?,sent,grief
user_26295,grief_36,sent,grief
user_26296,"To be frank, truly grief_55 for real",sent,grief
user_26297,GRIEF_64 SERIOUSLY LATELY,sent,grief
user_26298,grief_17 no cap lately. Understand?!,sent,grief
user_26299,"you truly know what, grief_77",sent,grief
user_26300,grief_28 today. Know what I mean??,sent,grief
user_26301,GRIEF_21,sent,grief
user_26302,"For real, grief_30",sent,grief
user_26303,I feel grief.,sent,grief
user_26304,grief_90 damn.,sent,grief
user_26305,grief_46 seriously lately. you feel me?,sent,grief
user_26306,"Hey, utterly grief_5",sent,grief
user_26307,"I must really say, grief_93",sent,grief
user_26308,"Just so you know, totally grief_34",sent,grief
user_26309,"For real, grief_39!",sent,grief
user_26310,"Honestly, grief_42 right now?",sent,grief
user_26311,grief_0,sent,grief
user_26312,grief_41,sent,grief
user_26313,grief_15 believe me,sent,grief
user_26314,"For real, grief_87 believe me",sent,grief
user_26315,grief_70 every day. See what I'm saying?!?,sent,grief
user_26316,grief_51 every day,sent,grief
user_26317,GRIEF_70,sent,grief
user_26318,I feel truly grief!,sent,grief
user_26319,grief_27 no cap. Understand?,sent,grief
user_26320,grief_73 seriously!,sent,grief
user_26321,grief_91. don't you think?!,sent,grief
user_26322,grief_39 seriously,sent,grief
user_26323,grief_66 at the moment!,sent,grief
user_26324,grief_11,sent,grief
user_26325,GRIEF_83 BRO.,sent,grief
user_26326,"Listen, mega grief_25!?",sent,grief
user_26327,"Just so you know, grief_54...",sent,grief
user_26328,grief_78!?,sent,grief
user_26329,"No joke, grief_7!!",sent,grief
user_26330,"I swear, so grief_17!!",sent,grief
user_26331,grief_41 dude!,sent,grief
user_26332,"Believe me, so grief_81 you know...",sent,grief
user_26333,grief_83 no cap,sent,grief
user_26334,"By the way, insanely grief_42. Get it?",sent,grief
user_26335,grief_46. Know what I mean?,sent,grief
user_26336,"By the way, grief_31 never. Don't you think?",sent,grief
user_26337,grief_35 honestly,sent,grief
user_26338,grief_40. Understand?,sent,grief
user_26339,grief_39!,sent,grief
user_26340,"Actually, grief_0 you know",sent,grief
user_26341,grief_19 believe me!?,sent,grief
user_26342,grief_56 seriously. Get it?,sent,grief
user_26343,grief_61. Get it?,sent,grief
user_26344,GRIEF_36,sent,grief
user_26345,grief_72,sent,grief
user_26346,grief_45?,sent,grief
user_26347,GRIEF_75!!,sent,grief
user_26348,grief_38 24/7,sent,grief
user_26349,grief_9,sent,grief
user_26350,grief_36 dude 24/7.,sent,grief
user_26351,"Trust me, totally grief_51 bro lately",sent,grief
user_26352,"Trust absolutely me, grief_54 trust me",sent,grief
user_26353,grief_79,sent,grief
user_26354,"Hey, mega grief_30 trust me",sent,grief
user_26355,"I have to tell you, grief_85 dude.",sent,grief
user_26356,GRIEF_65 CURRENTLY,sent,grief
user_26357,"honestly, i feel really grief",sent,grief
user_26358,grief_8,sent,grief
user_26359,grief_12. You feel me?!,sent,grief
user_26360,grief_47 no cap,sent,grief
user_26361,grief_65,sent,grief
user_26362,"I have to tell you, grief_23 24/7!!",sent,grief
user_26363,"To extremely be frank, grief mood damn!!",sent,grief
user_26364,grief_5,sent,grief
user_26365,"Trust me, grief_20.",sent,grief
user_26366,"i crazy have to tell you, grief_75 today forever",sent,grief
user_26367,GRIEF_35,sent,grief
user_26368,grief_33 you know all the time,sent,grief
user_26369,grief_3,sent,grief
user_26370,grief_7 trust me. Understand?.,sent,grief
user_26371,"Hey, truly grief_27 today. See what I'm saying??",sent,grief
user_26372,"For real, super grief_62 you know. Right?!",sent,grief
user_26373,"I must say, absolutely grief_81?",sent,grief
user_26374,"Just mega so you know, grief_9.",sent,grief
user_26375,"I have to tell you, grief_70 damn",sent,grief
user_26376,"LOOK, MEGA GRIEF_18 ALWAYS",sent,grief
user_26377,"hey, really grief_33 believe me",sent,grief
user_26378,grief_1 no cap!?,sent,grief
user_26379,"You know what, grief_3. Get it?!",sent,grief
user_26380,"I must mega say, grief_54 currently. Right?",sent,grief
user_26381,"For real, grief_26 no cap never?",sent,grief
user_26382,"TO BE FRANK, GRIEF_22 YOU KNOW FOREVER!",sent,grief
user_26383,grief_35 believe me,sent,grief
user_26384,grief_23.,sent,grief
user_26385,"ACTUALLY, GRIEF_47 THIS MOMENT",sent,grief
user_26386,grief_60?,sent,grief
user_26387,"You know what, truly grief_3 at the moment.",sent,grief
user_26388,"I have absolutely to tell you, grief_43 you know!",sent,grief
user_26389,"Seriously, grief_49 for real right now",sent,grief
user_26390,grief_92 bro,sent,grief
user_26391,grief_28. Know what I mean?,sent,grief
user_26392,grief_71 right now every day!,sent,grief
user_26393,grief_35 right now. Get it?,sent,grief
user_26394,"Look, grief_93. See what I'm saying?!?",sent,grief
user_26395,"You know what, insanely grief_82 dude lately!",sent,grief
user_26396,"By the way, mega grief_72 man!?",sent,grief
user_26397,"JUST SO YOU TRULY KNOW, GRIEF_33",sent,grief
user_26398,"I TRULY SWEAR, GRIEF_78 BELIEVE ME!",sent,grief
user_26399,GRIEF_87 NO CAP. UNDERSTAND?!,sent,grief
user_26400,"To be frank, grief_93 honestly",sent,grief
user_26401,GRIEF_49 NO CAP?,sent,grief
user_26402,grief_40 seriously!,sent,grief
user_26403,grief_45 all the time!?,sent,grief
user_26404,grief_25 dude...,sent,grief
user_26405,grief_32 lately.,sent,grief
user_26406,grief_49,sent,grief
user_26407,"believe me, grief_4 lately",sent,grief
user_26408,grief_36 forever!!,sent,grief
user_26409,"Just so you know, grief_4 currently",sent,grief
user_26410,grief_72 no cap always. Understand?,sent,grief
user_26411,"listen, grief_18 at the moment!",sent,grief
user_26412,"BELIEVE ME, GRIEF_35 FOREVER!!",sent,grief
user_26413,grief_71!?,sent,grief
user_26414,GRIEF_79. ISN'T IT?,sent,grief
user_26415,"Trust me, so grief mood. Get it?!",sent,grief
user_26416,grief_78,sent,grief
user_26417,grief_16 for real!?,sent,grief
user_26418,"I swear, absolutely grief_85 always?",sent,grief
user_26419,"Just so you know, grief_87 man this moment!?",sent,grief
user_26420,"I must say, grief_54.",sent,grief
user_26421,"Actually, grief_76 bro. Get it?",sent,grief
user_26422,GRIEF_87,sent,grief
user_26423,Grief mood,sent,grief
user_26424,"Seriously, crazy grief_62...",sent,grief
user_26425,grief_75.,sent,grief
user_26426,grief_55,sent,grief
user_26427,grief_82!?,sent,grief
user_26428,GRIEF_23.,sent,grief
user_26429,"JUST SO YOU INSANELY KNOW, GRIEF_27",sent,grief
user_26430,grief_7 for real. See what I'm saying?.,sent,grief
user_26431,grief_89 you know,sent,grief
user_26432,"For real, ridiculously grief_3 never",sent,grief
user_26433,"I have to really tell you, grief_70 I swear. Know what I mean?!",sent,grief
user_26434,"Hey, completely grief_90 every day",sent,grief
user_26435,grief_42. Isn't it?!!,sent,grief
user_26436,"To be so frank, grief_73",sent,grief
user_26437,grief_60,sent,grief
user_26438,"For real, completely grief_4 believe me",sent,grief
user_26439,"For really real, grief_70 right now!?",sent,grief
user_26440,grief_58 man,sent,grief
user_26441,GRIEF_78 TODAY RECENTLY,sent,grief
user_26442,"Honestly, grief mood right now nowadays",sent,grief
user_26443,grief_0 currently!!,sent,grief
user_26444,"You know what, grief_47.",sent,grief
user_26445,"You know what, this is grief",sent,grief
user_26446,grief_79 I swear. Agree?...,sent,grief
user_26447,"LOOK, SUPER GRIEF_5 DUDE!",sent,grief
user_26448,"Listen, incredibly grief_19",sent,grief
user_26449,grief_71. get it??,sent,grief
user_26450,GRIEF_59 YOU KNOW,sent,grief
user_26451,So grief,sent,grief
user_26452,grief_88,sent,grief
user_26453,grief_26!!,sent,grief
user_26454,grief_76,sent,grief
user_26455,"For real, grief_72 for real",sent,grief
user_26456,grief_52 bro lately. Get it?,sent,grief
user_26457,"believe me, grief_87",sent,grief
user_26458,"I swear, mega grief_31 never!",sent,grief
user_26459,grief_35,sent,grief
user_26460,grief_39.,sent,grief
user_26461,"No really joke, grief_74 this moment. Get it?",sent,grief
user_26462,"Just so you know, grief_46!",sent,grief
user_26463,grief_4 believe me. you feel me?,sent,grief
user_26464,grief_15 constantly,sent,grief
user_26465,grief_45. understand?...,sent,grief
user_26466,"listen, very grief_32",sent,grief
user_26467,"Seriously, grief_46?",sent,grief
user_26468,GRIEF_81 I SWEAR,sent,grief
user_26469,grief_89,sent,grief
user_26470,"I must completely say, grief_46 right now",sent,grief
user_26471,I feel grief...,sent,grief
user_26472,grief_50!?,sent,grief
user_26473,grief_77 honestly recently!?,sent,grief
user_26474,grief_90,sent,grief
user_26475,grief_26 never,sent,grief
user_26476,"Honestly, feeling mega grief",sent,grief
user_26477,"I have to tell you, grief_57!",sent,grief
user_26478,grief_71!,sent,grief
user_26479,grief_16,sent,grief
user_26480,grief_19 you know,sent,grief
user_26481,"I must say, grief_66...",sent,grief
user_26482,"I have to tell you, grief_53",sent,grief
user_26483,"BY THE WAY, SUPER GRIEF_20 ALWAYS. KNOW WHAT I MEAN?...",sent,grief
user_26484,"Look, grief_8",sent,grief
user_26485,"Hey, very grief_44 damn. Know what I mean?...",sent,grief
user_26486,"LISTEN, GRIEF_25 RIGHT NOW ALL THE TIME!!",sent,grief
user_26487,grief_55 honestly,sent,grief
user_26488,grief_62,sent,grief
user_26489,grief_16!,sent,grief
user_26490,"Look, grief_10!?",sent,grief
user_26491,grief_26 man,sent,grief
user_26492,"I crazy swear, grief_4...",sent,grief
user_26493,grief_37!?,sent,grief
user_26494,"I swear, grief_50 all the time!!",sent,grief
user_26495,"Believe me, ridiculously grief_76 trust me currently!",sent,grief
user_26496,"Look, grief_2",sent,grief
user_26497,grief_70,sent,grief
user_26498,grief_90 man forever,sent,grief
user_26499,"I must say, grief_80",sent,grief
user_26500,grief_31 trust me,sent,grief
user_26501,grief_16 I swear,sent,grief
user_26502,"By the way, grief_58 no cap",sent,grief
user_26503,GRIEF_49 BRO,sent,grief
user_26504,grief_5 lately. You feel me?,sent,grief
user_26505,"LOOK, TOTALLY GRIEF_12 MAN",sent,grief
user_26506,"I have to tell crazy you, grief_36 honestly constantly.",sent,grief
user_26507,"No joke, grief_57 always!!",sent,grief
user_26508,"You know absolutely what, grief_59",sent,grief
user_26509,"No joke, grief_23. Understand?",sent,grief
user_26510,grief_68 I swear all the time!,sent,grief
user_26511,grief_61,sent,grief
user_26512,grief_85 man!!,sent,grief
user_26513,grief_14 right now. See what I'm saying?,sent,grief
user_26514,"Believe me, grief_15",sent,grief
user_26515,"Trust me, really grief_52.",sent,grief
user_26516,"Hey, grief_67 dude never",sent,grief
user_26517,"Just so you know, totally grief_93!!",sent,grief
user_26518,grief_1!,sent,grief
user_26519,grief_83 dude lately,sent,grief
user_26520,"Believe absolutely me, grief_58. Right?...",sent,grief
user_26521,grief_67 dude. Don't you think?,sent,grief
user_26522,grief_44...,sent,grief
user_26523,"SERIOUSLY, GRIEF_7 HONESTLY!!",sent,grief
user_26524,GRIEF_53 SERIOUSLY EVERY DAY,sent,grief
user_26525,"BELIEVE ABSOLUTELY ME, GRIEF_27",sent,grief
user_26526,grief_8 for real!!,sent,grief
user_26527,grief_83 believe me,sent,grief
user_26528,grief_60!!,sent,grief
user_26529,grief_37,sent,grief
user_26530,"I insanely swear, grief_80!!",sent,grief
user_26531,grief_75 right now,sent,grief
user_26532,"I must incredibly say, grief_68 honestly",sent,grief
user_26533,"Hey, grief_59",sent,grief
user_26534,I feel grief,sent,grief
user_26535,grief_59. Know what I mean?,sent,grief
user_26536,GRIEF_77,sent,grief
user_26537,grief_84 every day,sent,grief
user_26538,grief_64 constantly?,sent,grief
user_26539,"For truly real, grief_59 never.",sent,grief
user_26540,grief_63!?,sent,grief
user_26541,grief_43 dude. Don't you think?,sent,grief
user_26542,"Just so truly you know, grief_74...",sent,grief
user_26543,grief_53,sent,grief
user_26544,"Actually, absolutely grief_69.",sent,grief
user_26545,Grief mega mood for real never. See what I'm saying?,sent,grief
user_26546,"Listen, absolutely grief_56",sent,grief
user_26547,"By the way, completely this is grief man.",sent,grief
user_26548,grief_63 recently.,sent,grief
user_26549,grief_27,sent,grief
user_26550,"You know super what, grief_34 no cap nowadays!!",sent,grief
user_26551,GRIEF_2 24/7...,sent,grief
user_26552,grief_63,sent,grief
user_26553,"Actually, grief_88 seriously.",sent,grief
user_26554,grief_90 dude. Agree?,sent,grief
user_26555,grief_87 i swear...,sent,grief
user_26556,grief_14.,sent,grief
user_26557,"By the way, grief_28 I swear",sent,grief
user_26558,grief_49 today!?,sent,grief
user_26559,grief_8 honestly.,sent,grief
user_26560,"to be frank, totally grief_54 right now",sent,grief
user_26561,"I have to tell you, grief_57. Don't you think?",sent,grief
user_26562,grief_18 man,sent,grief
user_26563,"look, grief_34 seriously",sent,grief
user_26564,"Listen, grief_0 man",sent,grief
user_26565,"Listen, mega grief_59 dude",sent,grief
user_26566,grief_69,sent,grief
user_26567,grief_25.,sent,grief
user_26568,grief_18,sent,grief
user_26569,"I must extremely say, grief_3 24/7!!",sent,grief
user_26570,GRIEF_66 DUDE,sent,grief
user_26571,grief_86 recently?,sent,grief
user_26572,"To be frank, grief_74!!",sent,grief
user_26573,grief_73 at the moment...,sent,grief
user_26574,"trust me, grief_84 currently",sent,grief
user_26575,grief_42!!,sent,grief
user_26576,GRIEF_81 CURRENTLY. DON'T YOU THINK?!,sent,grief
user_26577,"YOU KNOW WHAT, GRIEF_45 FOR REAL",sent,grief
user_26578,Feeling utterly grief,sent,grief
user_26579,"To be frank, grief_78.",sent,grief
user_26580,grief_84 today!?,sent,grief
user_26581,grief_83,sent,grief
user_26582,grief_33,sent,grief
user_26583,"Trust so me, grief_60...",sent,grief
user_26584,"HEY, GRIEF_2!!",sent,grief
user_26585,grief_19 forever!?,sent,grief
user_26586,"For real, grief_24 bro",sent,grief
user_26587,"Trust incredibly me, grief_33. Know what I mean?!",sent,grief
user_26588,GRIEF_10 BRO,sent,grief
user_26589,grief_62 always. Know what I mean?.,sent,grief
user_26590,GRIEF_14!,sent,grief
user_26591,"Seriously, absolutely grief_25 dude always...",sent,grief
user_26592,"Trust me, grief_94 damn",sent,grief
user_26593,"To be frank, grief_16.",sent,grief
user_26594,"I have to tell you, grief_92 trust me all the time!!",sent,grief
user_26595,"To be frank, grief_21. Isn't it?",sent,grief
user_26596,"For real, truly grief_5 forever.",sent,grief
user_26597,"For real, incredibly grief_32 no cap!?",sent,grief
user_26598,"Look, completely grief_40 all the time.",sent,grief
user_26599,grief_14,sent,grief
user_26600,"Actually, grief_78 24/7",sent,grief
user_26601,"To be frank, grief_86!!",sent,grief
user_26602,GRIEF_39 SERIOUSLY EVERY DAY,sent,grief
user_26603,grief_11 seriously,sent,grief
user_26604,"Listen, grief_36!",sent,grief
user_26605,grief_13 right now currently,sent,grief
user_26606,grief_4,sent,grief
user_26607,grief_63 constantly!!,sent,grief
user_26608,GRIEF_89. AGREE?!?,sent,grief
user_26609,"For completely real, grief mood always!",sent,grief
user_26610,"Listen, grief_60?",sent,grief
user_26611,grief_82 bro?,sent,grief
user_26612,Feeling grief. Isn't it?,sent,grief
user_26613,GRIEF_56 BRO!,sent,grief
user_26614,grief_0 every day,sent,grief
user_26615,"Seriously, crazy grief_9 bro. Understand?!!",sent,grief
user_26616,"seriously, very grief_29 damn",sent,grief
user_26617,"For real, mega grief_51 recently. Isn't it?",sent,grief
user_26618,"Look, very grief_17 today. See what I'm saying?",sent,grief
user_26619,"Believe me, grief_26 recently.",sent,grief
user_26620,grief_34,sent,grief
user_26621,"TRUST EXTREMELY ME, GRIEF_47 FOR REAL",sent,grief
user_26622,"FOR TRULY REAL, GRIEF_30 DUDE RIGHT NOW",sent,grief
user_26623,"I have to tell you, grief_38 I swear",sent,grief
user_26624,"To be frank, grief_11 bro.",sent,grief
user_26625,grief_11. See what I'm saying?!?,sent,grief
user_26626,"I have to incredibly tell you, grief_82 believe me",sent,grief
user_26627,grief_84 for real. Agree?,sent,grief
user_26628,GRIEF_31?,sent,grief
user_26629,"No very joke, grief_6 no cap.",sent,grief
user_26630,grief_50!!,sent,grief
user_26631,grief_27 never!?,sent,grief
user_26632,"Honestly, incredibly grief_6?",sent,grief
user_26633,grief_85. Get it??,sent,grief
user_26634,grief_18. Isn't it?!?,sent,grief
user_26635,GRIEF_37 AT THE MOMENT!!,sent,grief
user_26636,grief_54!,sent,grief
user_26637,grief_55 honestly!!,sent,grief
user_26638,"I swear, feeling grief trust me!!",sent,grief
user_26639,grief_77,sent,grief
user_26640,"Actually, this is super grief!!",sent,grief
user_26641,GRIEF_37 TRUST ME!?,sent,grief
user_26642,"No joke, grief_52 nowadays",sent,grief
user_26643,grief_21,sent,grief
user_26644,"Actually, insanely grief_65",sent,grief
user_26645,grief_53 today never!,sent,grief
user_26646,"I SWEAR, GRIEF_20 FOR REAL THIS MOMENT.",sent,grief
user_26647,I feel extremely grief,sent,grief
user_26648,grief_3 honestly!!,sent,grief
user_26649,"HONESTLY, GRIEF_9 FOR REAL. AGREE?...",sent,grief
user_26650,"for truly real, grief_42 trust me. agree?",sent,grief
user_26651,"ACTUALLY, RIDICULOUSLY GRIEF_35...",sent,grief
